EE ID,SAP,ASSET TAG," Host Name"," MAC Address"," EMPLOYEE NAME",STATUS,Month,Year,DEPLOYED DATE," POSITION",BUSINESS UNIT,Operating System,Storage Location,REVISED MODEL 1," DESCRIPTION",SERIAL NO.,ACQUISITION DATE,WARRANTY EXPIRE,ACQUISITION COST,PURCHASED PRICE,ACCOUNTABILITY FORM,PO# / SI#,LAST USER,VENDOR NAME,
05-03196,100899,100900,100900,0871903F853C,"FLORES, RAFAEL GARCIA",Deployed,April,2026,"Apr 10, 2026",Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-7Q6KTP,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_FLORES__RAFAEL_GARCIA.pdf,PO 4700001922,"PASCUAL, JUAN CARLOS CASTILLO","VSTECS PHILS, INC.",
05-03196,100900,100901,100901,0871901EEED2,"NAVARRO, LOVELY VILLANUEVA",Deployed,March,2026,"Mar 18, 2026",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-1Z07HB,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_NAVARRO__LOVELY_VILLANUEVA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03214,100901,100902,100902,0871909A40B6,"GUTIERREZ, NICOLE MENDOZA",Deployed,June,2026,"Jun 4, 2026",Delivery Lead,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-2S3EBJ,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_GUTIERREZ__NICOLE_MENDOZA.pdf,PO 4700001922,JASMIN TORRES,"VSTECS PHILS, INC.",
05-03214,100902,100903,100903,087190B2DAAF,"BERNARDO, JOHN PAUL GARCIA",Deployed,May,2026,"May 11, 2026",Finance Planning and Analysis Manager,Finance,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-B45W87,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_BERNARDO__JOHN_PAUL_GARCIA.pdf,PO 4700001922,"MERCADO, ADRIAN VILLANUEVA","VSTECS PHILS, INC.",
05-04845,100903,100904,100904,087190BB9E85,"TOLENTINO, JASMIN GARCIA",Deployed,August,2025,"Aug 11, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-13EW25,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_TOLENTINO__JASMIN_GARCIA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-01678,100904,100905,100905,0871909ED347,"VALDEZ, CHARLENE AQUINO",Deployed,August,2025,"Aug 7, 2025",Change Management Analyst,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-D45A0U,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_VALDEZ__CHARLENE_AQUINO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-01729,100905,100906,100906,087190625FDE,"SERRANO, MARCO TORRES",Deployed,August,2025,"Aug 1, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-78FFDL,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SERRANO__MARCO_TORRES.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03192,100906,100907,100907,0871908EE766,"MORALES, FRANCIS FLORES",Deployed,November,2025,"Nov 21, 2025",Sr. UiPath Test Automation,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DKD17H,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-05181,100907,100908,100908,0871909B96B8,"NATIVIDAD, MICHAEL ANGELO GARCIA",Deployed,August,2025,"Aug 7, 2025",Sr. QA Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-YAME7K,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_NATIVIDAD__MICHAEL_ANGELO_GARCIA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03148,100908,100909,100909,087190558809,"TORRES, JUAN CARLOS RIVERA",Deployed,August,2025,"Aug 11, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-X9JL0L,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_TORRES__JUAN_CARLOS_RIVERA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02314,100909,100910,100910,087190399257,"REYES, CHRISTIAN MERCADO",Deployed,August,2025,"Aug 7, 2025",Sr. Recruiter,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-US7EG7,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_REYES__CHRISTIAN_MERCADO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03174,100910,100911,100911,087190F66745,"GONZALES, ROCHELLE FERNANDEZ",Deployed,October,2025,"Oct 3, 2025",Sr. Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-CFLLUF,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03145,100911,100912,100912,087190025C35,"NATIVIDAD, CAMILLE BAUTISTA",Deployed,December,2025,"Dec 17, 2025",Application Support,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-3ZVA81,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_NATIVIDAD__CAMILLE_BAUTISTA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-01118,100912,100913,100913,0871904AD1D6,"FERNANDEZ, MARK ANTHONY LOPEZ",Deployed,September,2025,"Sep 22, 2025",Business Development Director,Enterprise Solutions Group (ESG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-LWTDF6,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03060,100913,100914,100914,0871904CEFDE,"CASTRO, CAMILLE BAUTISTA",Deployed,August,2025,"Aug 7, 2025",Sr. Back End Software Engineer,Client Based New Biz,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-P7QHSS,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CASTRO__CAMILLE_BAUTISTA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03084,100914,100915,100915,087190E47F3D,"MIRANDA, BEATRICE RIVERA",Deployed,August,2025,"Aug 9, 2025",Sr. Software Engineer,Digital Solutions Group (DSG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DB05A9,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_MIRANDA__BEATRICE_RIVERA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03172,100915,100916,100916,087190D2C545,"EVANGELISTA, KATRINA FERNANDEZ",Deployed,August,2025,"Aug 11, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-54E7WK,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_EVANGELISTA__KATRINA_FERNANDEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02514,100916,100917,100917,087190D32A70,"LAXAMANA, DENISE FLORES",Deployed,August,2025,"Aug 6, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-SXN69G,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_LAXAMANA__DENISE_FLORES.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03081,100917,100918,100918,0871904DB1B4,"NATIVIDAD, GABRIEL TORRES",Deployed,August,2025,"Aug 9, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DEFBR8,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06952,100918,100919,100919,087190FB298C,"VALDEZ, BEATRICE TORRES",Deployed,April,2026,"Apr 10, 2026",Solutions Designer,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-LY6T8V,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_VALDEZ__BEATRICE_TORRES.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03213,100919,100920,100920,0871901D4669,"AGUILAR, KATHERINE ROSE CASTILLO",Deployed,April,2026,"Apr 24, 2026",Application Support Specialist,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-W88NM8,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"NATIVIDAD, JEROME RIVERA","VSTECS PHILS, INC.",
05-02474,100920,100921,100921,08719035527C,"BAUTISTA, BIANCA GARCIA",Deployed,September,2025,"Sep 25, 2025",Technical Pre-sales Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-QBB4T1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03127,100921,100922,100922,087190948D61,"VALDEZ, PAULO MIGUEL TORRES",Deployed,September,2025,"Sep 4, 2025",Jr. QA Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-CX9JTG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03126,100922,100923,100923,087190E4A907,"SANTOS, ALEXANDER TORRES",Deployed,September,2025,"Sep 18, 2025",Solutions Designer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-E8SZNL,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03214,100923,100924,100924,087190275135,"RAMOS, ADRIAN MENDOZA",Deployed,May,2026,"May 15, 2026",Sr. Technical Support (Service Desk),Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-60UEGV,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"CABRERA, KENNETH DELA CRUZ","VSTECS PHILS, INC.",
05-03127,100924,100925,100925,0871900268E9,"ESGUERRA, MONIQUE BAUTISTA",Deployed,September,2025,"Sep 2, 2025",Jr. QA Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-Y6XUSG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03146,100925,100926,100926,087190FCDE79,"MIRANDA, MICHAEL ANGELO FLORES",Deployed,September,2025,"Sep 26, 2025",Software Engineer (Fullstack Java),Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-U3WC75,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03147,100926,100927,100927,087190B84E5A,"PANGANIBAN, JOSHUA FLORES",Deployed,September,2025,"Sep 2, 2025",Jr. Recruiter,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-EVX6S1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_PANGANIBAN__JOSHUA_FLORES.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03147,100927,100928,100928,087190118B5B,"FLORES, CHRISTINE JOY CASTILLO",Deployed,September,2025,"Sep 2, 2025",Jr. Recruiter,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-JY940E,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_FLORES__CHRISTINE_JOY_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03190,100928,100929,100929,0871901823AA,"TORRES, ALYSSA MARIE DELA CRUZ",Deployed,October,2025,"Oct 30, 2025",Jr. NOC Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-967EGT,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"ATIENZA, DANIEL JOSEPH BAUTISTA","VSTECS PHILS, INC.",
05-03146,100929,100930,100930,0871904B58D4,"DELA CRUZ, CAMILLE CRUZ",Deployed,September,2025,"Sep 12, 2025",Jr. DevOps Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-5QL18Z,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_DELA_CRUZ__CAMILLE_CRUZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03212,100930,100931,100931,0871908636F7,"DE LEON, PATRICK OLIVER GARCIA",Deployed,April,2026,"Apr 17, 2026",Sr. Solutions Architect,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-BKKASL,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_DE_LEON__PATRICK_OLIVER_GARCIA.pdf,PO 4700001922,"SALAZAR, ROCHELLE AQUINO","VSTECS PHILS, INC.",
05-03148,100931,100932,100932,087190874E29,"DAVID, MARK ANTHONY FLORES",Deployed,September,2025,"Sep 4, 2025",Jr. Recruiter,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-0JU7NE,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03148,100932,100933,100933,087190EC89F6,"MARQUEZ, ALYSSA MARIE FERNANDEZ",Deployed,September,2025,"Sep 4, 2025",Employee Experience Associate,Human Resources,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-2FLQSA,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03145,100933,100934,100934,0871906432D5,"GONZALES, CHRISTINE JOY CASTILLO",Deployed,September,2025,"Sep 2, 2025",Cloud Security Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-AVVS34,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_GONZALES__CHRISTINE_JOY_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03172,100934,100935,100935,0871900961EE,"RAMOS, RAFAEL SANTOS",Deployed,September,2025,"Sep 11, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-4K5H6E,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03145,100935,100936,100936,08719067D41A,"ATIENZA, ANGELA MAE SANTOS",Deployed,September,2025,"Sep 18, 2025",Program Director,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-UR6UFX,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03190,100936,100937,100937,0871903CA2FC,"SALAZAR, JOHN PAUL RIVERA",Deployed,October,2025,"Oct 3, 2025",Sr. Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-CVSNNF,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03217,100937,100938,100938,087190594AF1,"BERNARDO, VINCENT MERCADO",Deployed,July,2026,"Jul 6, 2026",Test Manager,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-AHQLPD,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"CASTRO, MARK ANTHONY FERNANDEZ","VSTECS PHILS, INC.",
05-03147,100938,100939,100939,08719056F540,"VILLANUEVA, ALEXANDER RIVERA",Deployed,September,2025,"Sep 4, 2025",Jr. Recruiter,Talent Acquisition Group (TAG,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ALB487,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06873,100939,100940,100940,087190A081A0,"OCAMPO, MICHAEL ANGELO FLORES",Deployed,September,2025,"Sep 19, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-SE6HZU,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03146,100940,100941,100941,087190FBC7F1,"MORALES, JEROME FLORES",Deployed,September,2025,"Sep 1, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-GT1HBC,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01638,100941,100942,100942,0871909BB972,"GARCIA, STEPHANIE AQUINO",Deployed,September,2025,"Sep 24, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-RLPLLQ,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01679,100942,100943,100943,087190E43235,"EVANGELISTA, CHRISTIAN MERCADO",Deployed,September,2025,"Sep 24, 2025",PHP Developer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DDBU9E,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03147,100943,100944,100944,08719071F1FF,"LAXAMANA, SOFIA CRUZ",Deployed,September,2025,"Sep 24, 2025",Penetration Tester,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-T8V77T,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01094,100944,100945,100945,087190A2C7ED,"SERRANO, MARIA CLARA DELA CRUZ",Deployed,September,2025,"Sep 25, 2025",HR Business Partner,Office of the President,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-V6VH1K,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03190,100945,100946,100946,0871903A6BBA,"MENDOZA, MICHAEL ANGELO FLORES",Deployed,October,2025,"Oct 3, 2025",Sr. Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-U8LQFA,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01706,100946,100947,100947,087190258168,"AGUILAR, GABRIEL VILLANUEVA",Deployed,October,2025,"Oct 2, 2025",Solutions Architect,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-TD29GM,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06947,100947,100948,100948,087190056262,"PANGANIBAN, PAULO MIGUEL LOPEZ",Deployed,February,2026,"Feb 6, 2026",Sr. Solutions Architect,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DUPXT8,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_PANGANIBAN__PAULO_MIGUEL_LOPEZ.pdf,PO 4700001922,"PANGANIBAN, ROCHELLE GARCIA","VSTECS PHILS, INC.",
05-06823,100948,100949,100949,087190A0A9D7,"VALDEZ, DANIEL JOSEPH RAMOS",Deployed,October,2025,"Oct 17, 2025",Change Management Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-3SXAT5,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06871,100949,100950,100950,087190C9EA92,"NAVARRO, DANIEL JOSEPH MERCADO",Deployed,September,2025,"Sep 25, 2025",Jr. SEO Specialist,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-TUCM4X,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-02962,100950,100951,100951,08719044006F,"CORTEZ, KATHERINE ROSE FLORES",Deployed,October,2025,"Oct 17, 2025",Solutions Architect,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-RN2Y0T,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03145,100951,100952,100952,08719037E07B,"LOPEZ, DANIEL JOSEPH MERCADO",Deployed,September,2025,"Sep 25, 2025",Application Support,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-4D3GLK,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06871,100952,100953,100953,087190ED1EED,"JAVIER, JOSHUA GARCIA",Deployed,September,2025,"Sep 25, 2025",Sr. QA Engineer,Client Based New Biz,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-E62P2V,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03215,100953,100954,100954,087190FC6E4E,"MARQUEZ, RAFAEL DELA CRUZ",Deployed,June,2026,"Jun 10, 2026",Lead Automation Architect,TBA,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-B5LPNH,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"CALDERON, MARIA CLARA FERNANDEZ","VSTECS PHILS, INC.",
05-03126,100954,100955,100955,087190CCD949,"BERNARDO, JASMIN GARCIA",Deployed,September,2025,"Sep 25, 2025",HR Specialist,Human Resources,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-VZTBHW,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06818,100955,100956,100956,087190FBB2EA,"CORTEZ, JOSHUA FERNANDEZ",Deployed,November,2025,"Nov 28, 2025",Systems Analyst,Client Based New Biz,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-QQ4C5D,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
