xr,EE Name,Laptop Description,Asset Tag,Serial Number,,Laptop Hostname,Host Name,MAC Address,Remarks,ADDRESS,Contact No.,Status,Tech POC,Updated to Master Tracker (Yes or No),,,,,
05-01750,"ESGUERRA, JUAN CARLOS FERNANDEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100519,SN-F2Z8E5,,100519,100519,087190C099CC,Asset Refresh / Puchased Old  (Pending Format) - SITE PICK UP 2/20/2025 - CLAIMED,,,,,,,,,,
05-01093,"DEL ROSARIO, RAFAEL CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100530,SN-E7VTJ9,,100530,100530,087190AAC79C,Asset Refresh / Puchased Old  (Pending Format) - SITE PICK UP 2/20/2025 - CLAIMED,,,,,,,,,,
05-03037,"MARQUEZ, JOSHUA TORRES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100445,SN-NQTE3F,,100445,100445,087190F9FEE9,Asset Refresh / Puchased Old - SITE PICK UP 2/20/2025 - CLAIMED,,,,,,,,,,
05-06812,"ALCANTARA, VINCENT RIVERA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100500,SN-RC7BY9,,100500,100500,0871908CE162,Asset Refresh / Puchased Old - SITE PICK UP 2/20/2025 - CLAIMED,,,,,,,,,,
,,,YONDU102903,,,YONDU102903,YONDU102903,,,"Unit 2502, 81 Alabang-Zapote Road, Brgy. Alabang, Santa Rosa City, Laguna",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03102,"BAUTISTA, ANDREA GAIL FLORES",ACER TRAVELMATE P215 i7,YONDU102442,SN-BBJ3BV,,YONDU102442,YONDU102442,,Tempo Laptop - Site pick up 2/24/2025,,,,,,,,,,
05-03089,"PANGANIBAN, MARCO DELA CRUZ",ACER TRAVELMATE P215 i7,YONDU101778,SN-KLF2B2,,YONDU101778,YONDU101778,,Tempo Laptop - Site pick up 2/24/2025,,,,,,,,,,
05-01701,"MERCADO, STEPHANIE VILLANUEVA",ACER TRAVELMATE P215 i7,YONDU101439,SN-9ZR4QR,,YONDU101439,YONDU101439,08719018A0D4,Tempo Laptop - Site pick up 2/24/2025,,,,,,,,,,
05-03145,"MALABANAN, NICOLE MENDOZA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100054,SN-5USLN2,,100054,100054,087190104070,New Hire- Technology Group - Cluster 1 - SITE PICK UP 2/28/2025,"Unit 2002, 137 Ortigas Avenue, Brgy. Palanan, Pasig City, Metro Manila",9173174950,,,,,,,,
05-03146,"MALABANAN, CHRISTIAN DELA CRUZ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100080,SN-XSUYED,,100080,100080,087190C09260,New Hire- Technology Group - Cloud - SITE PICK UP 2/28/2025,"Unit 1702, 175 Governor Drive, Brgy. Pinyahan, Taguig City, Metro Manila",9173081387,,,,,,,,
05-03146,"BERNARDO, CHARLENE RIVERA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100082,SN-7AUSUE,,100082,100082,087190773618,New Hire- Technology Group - Cloud - SITE PICK UP 2/28/2025,"Unit 1602, 4 Commonwealth Avenue, Brgy. Bagong Ilog, Quezon City, Metro Manila",9206133999,,,,,,,,
05-03146,"MIRANDA, ANDREA GAIL GARCIA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100084,SN-9H91E3,,100084,100084,08719055C54A,New Hire- Technology Group - Cloud - SITE PICK UP 2/28/2025,"Unit 1902, 66 Commonwealth Avenue, Brgy. Bagong Ilog, Muntinlupa City, Metro Manila",9204202845,,,,,,,,
05-03146,"MAGNO, PATRICIA ANNE LOPEZ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100086,SN-DWYRGU,,100086,100086,087190C57E4C,New Hire- Technology Group - Cloud - SITE PICK UP 2/28/2025,"Unit 302, 234 Katipunan Avenue, Brgy. Bagong Ilog, Las Piñas City, Metro Manila",9181611726,,,,,,,,
05-03148,"DOMINGO, DENISE MENDOZA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100090,SN-W1H6L8,,100090,100090,0871900E6E02,New Hire- Technology Group - Cluster 1 - SITE PICK UP 2/28/2025,"Unit 2402, 236 Katipunan Avenue, Brgy. Ugong, Pasig City, Metro Manila",9275906716,,,,,,,,
05-03148,"BAUTISTA, STEPHANIE VILLANUEVA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100096,SN-G2EC8B,,100096,100096,087190669BF9,New Hire- Technology Group - Cluster 1 - SITE PICK UP 2/28/2025,"Unit 2002, 239 Dr. A. Santos Ave, Brgy. Ugong, Taguig City, Metro Manila",9667267335,,,,,,,,
05-06873,"ALCANTARA, KATHERINE ROSE MENDOZA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100099,SN-CKS3W5,,100099,100099,087190FDF37D,New Hire- Technology Group - Cloud - SITE PICK UP 2/28/2025,"Unit 802, 68 Katipunan Avenue, Brgy. San Lorenzo, Imus City, Cavite",9173685029,,,,,,,,
05-09772,"MORALES, STEPHANIE CRUZ","ACER TRAVELMATE P215 i5 16GB RAM, 475SSD",YONDU102328,SN-HYL3JJ,,YONDU102328,YONDU102328,087190BB1341,New Hire- Legal- Intern - SITE PICK UP 2/28/2025,,,,,,,,,,
05-09772,"MIRANDA, MICHAEL ANGELO CASTILLO","ACER TRAVELMATE P215 i5 16GB RAM, 475SSD",YONDU102692,SN-BDUQNL,,YONDU102692,YONDU102692,0871903CC37B,New Hire- Legal- Intern - SITE PICK UP 2/28/2025,,,,,,,,,,
05-09772,"SORIANO, DIANNE GARCIA","ACER TRAVELMATE P215 i5 16GB RAM, 475SSD",YONDU102353,SN-HNVWGE,,YONDU102353,YONDU102353,087190B8AAEA,New Hire- Resource Management- Intern - SITE PICK UP 2/28/2025,,,,,,,,,,
05-02383,"REYES, KENNETH MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100522,SN-TP8JFC,,100522,100522,087190FC93E2,Asset Refresh / Puchased Old - SITE PICK UP 2/24/2025 - CLAIMED,,,,,,,,,,
05-03957,"RIVERA, CARLO AQUINO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100277,SN-1U6RJQ,,100277,100277,0871905B21FB,Returned Repaired Laptop - Site pick up 2/26/2025,,,,,,,,,,
05-01051,"ATIENZA, CAMILLE DELA CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100487,SN-ETR0FX,,100487,100487,087190E17108,Asset Refresh / Puchased Old - SITE PICK UP 2/26/2025 - CLAIMED,,,,,,,,,,
05-01095,"SERRANO, ALYSSA MARIE TORRES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100458,SN-H6P51C,,100458,100458,087190E01DED,Asset Refresh / Puchased Old - SITE PICK UP 2/27/2025 - CLAIMED,,,,,,,,,,
05-02448,"GUTIERREZ, MICHAEL ANGELO FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100486,SN-4HDWTV,,100486,100486,087190665B04,Asset Refresh / Puchased Old - SITE PICK UP 2/27/2025 - CLAIMED,,,,,,,,,,
05-02423,"DAVID, MARIA CLARA AQUINO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100433,SN-1W5J6T,,100433,100433,087190641E7B,Asset Refresh - SITE PICK UP 2/27/2025 - CLAIMED,,,,,,,,,,
05-03124,"PADILLA, DENISE CASTILLO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100523,SN-U9194L,,100523,100523,08719048ED47,Asset Refresh / Puchased Old - SITE PICK UP 2/27/2025 - CLAIMED,,,,,,,,,,
05-03016,"MERCADO, ANDREA GAIL LOPEZ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100193,SN-ZTJT10,,100193,100193,08719074E740,,,,,,,,,,,
,,,YONDU102904,,,YONDU102904,YONDU102904,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03147,"MANALANG, BIANCA VILLANUEVA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100107,SN-NNLC77,,100107,100107,08719092F95D,New Hire- Technology Group - Cloud - SITE PICK UP 3/7/2025,"Unit 2702, 14 Marcos Highway, Brgy. Palanan, Santa Rosa City, Laguna",9179165213,,,,,,,,
05-03147,"NAVARRO, KEVIN RIVERA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100108,SN-NHXGRR,,100108,100108,087190B13F76,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/7/2025,"Unit 102, 139 Bonifacio High St, Brgy. Palanan, Imus City, Cavite",9660582281,,,,,,,,
05-03148,"PASCUAL, ANDREA GAIL CASTILLO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100122,SN-WF5SP1,,100122,100122,087190E8F97D,New Hire- Technology Group - Cluster 2 - SITE PICK UP 3/7/2025,"Unit 3602, 61 Aguinaldo Highway, Brgy. Wack-Wack, Santa Rosa City, Laguna",9278139934,,,,,,,,
05-03148,"DE LEON, JASMIN MERCADO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100139,SN-NPFBJR,,100139,100139,08719081E7C6,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/7/2025,"Unit 102, 1 Marcos Highway, Brgy. Greenhills, Antipolo City, Rizal",9181317821,,,,,,,,
05-03148,"ALCANTARA, CHARLENE SANTOS","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100140,SN-B8Q8ES,,100140,100140,0871905276AC,New Hire- Technology Group - Cloud - SITE PICK UP 3/7/2025,"Unit 3102, 135 Marcos Highway, Brgy. Poblacion, Las Piñas City, Metro Manila",9201585221,,,,,,,,
05-03148,"LAXAMANA, ROCHELLE MENDOZA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100141,SN-F3D01H,,100141,100141,087190C73C2E,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/7/2025,"Unit 2702, 2 C-5 Road, Brgy. Pinyahan, Bacoor City, Cavite",9207249922,,,,,,,,
05-03149,"MAGNO, CHARLENE SANTOS","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100148,SN-A7TPN3,,100148,100148,087190D815FD,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/7/2025,"Unit 3002, 46 Marcos Highway, Brgy. Palanan, Quezon City, Metro Manila",9178626114,,,,,,,,
05-03148,"ALCANTARA, CARLO LOPEZ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100152,SN-3SA7YW,,100152,100152,087190614B00,New Hire- Talent Acquisition - Globe Recruitment - SITE PICK UP 3/7/2025,"Unit 1602, 248 Ortigas Avenue, Brgy. BF Homes, Parañaque City, Metro Manila",9182538368,,,,,,,,
05-03123,"DAVID, PAULO MIGUEL GARCIA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100413,SN-APARK6,,100413,100413,087190EC7913,,,,,,,,,,,
05-03129,"DEL ROSARIO, CHARLENE CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100459,SN-JVY56Z,,100459,100459,087190291013,,,,,,,,,,,
05-03145,"MANALANG, NICOLE BAUTISTA",ACER TRAVELMATE P215 i7,102788,SN-H85JSV,,102788,102788,087190201323,Laptop Replacement,,,,,,,,,,
05-03055,"NATIVIDAD, PATRICK OLIVER SANTOS","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100516,SN-AKELSV,,100516,100516,087190E09044,Asset Refresh / Puchased Old - SITE PICK UP 3/6/2025 - CLAIMED,,,,,,,,,,
05-02316,"CASTILLO, KATRINA RIVERA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100382,SN-9KXBW6,,100382,100382,087190C203E3,Asset Refresh / Puchased Old - SITE PICK UP 3/7/2025 - CLAIMED,,,,,,,,,,
05-06809,"MERCADO, ALEXANDER RAMOS","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100541,SN-G9FRNZ,,100541,100541,087190D8B8A9,,,,,,,,,,,
05-06808,"CRUZ, MICHAEL ANGELO AQUINO","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100542,SN-WPDFSX,,100542,100542,087190E26CCF,,,,,,,,,,,
05-03038,"BAUTISTA, CHARLENE BAUTISTA","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100543,SN-6YEAW8,,100543,100543,087190E0296C,,,,,,,,,,,
05-02517,"MALABANAN, FRANCIS SANTOS","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100544,SN-HBM7LX,,100544,100544,087190FE8B6C,,,,,,,,,,,
05-02337,"DAVID, JASMIN RIVERA","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100545,SN-T44YX2,,100545,100545,,,,,,,,,,,,
05-03035,"MENDOZA, MARIA CLARA VILLANUEVA","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100546,SN-G8YSXX,,100546,100546,087190D28FB0,,,,,,,,,,,
,,,YONDU102905,,,YONDU102905,YONDU102905,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-06875,"DOMINGO, GABRIEL RIVERA","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100549,SN-Q9VC0M,,100549,100549,087190154F05,Rehire - Client Based New Biz- New Biz Deployed - C2 - - SITE PICK UP 4/7/2025,"Unit 202, 200 C-5 Road, Brgy. San Antonio, Calamba City, Laguna",9055403964,,,,,,,,
05-06875,"ALCANTARA, KATRINA FERNANDEZ","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100547,SN-VG09E6,,100547,100547,087190549FE3,New Hire- Client Based New Biz- New Biz Deployed - C2 - SITE PICK UP 4/7/2025,"Unit 1902, 158 Aurora Boulevard, Brgy. San Lorenzo, Mandaluyong City, Metro Manila",9187120300,,,,,,,,
05-06873,"SORIANO, CARLO AQUINO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100130,SN-WX52HA,,100130,100130,087190D95AC8,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 4002, 144 Bonifacio High St, Brgy. Bagong Ilog, Muntinlupa City, Metro Manila",9205414238,,,,,,,,
05-06873,"FERNANDEZ, ANGELA MAE VILLANUEVA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100160,SN-P0NBA9,,100160,100160,0871901E9CE8,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 302, 173 Shaw Boulevard, Brgy. Ugong, Bacoor City, Cavite",9057447733,,,,,,,,
05-03148,"TORRES, JUAN CARLOS RIVERA",ACER TRAVELMATE P214 i7,YONDU102446,SN-A27D3Y,,YONDU102446,YONDU102446,087190EA5600,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/14/2025,"Unit 3902, 88 Boni Avenue, Brgy. Pinyahan, Santa Rosa City, Laguna",9059045762,,,,,,,,
05-03148,"SERRANO, PATRICIA ANNE CRUZ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100163,SN-4UJ38Q,,100163,100163,087190E604ED,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/14/2025,"Unit 1202, 79 Ortigas Avenue, Brgy. Poblacion, Las Piñas City, Metro Manila",9205620179,,,,,,,,
05-06873,"CABRERA, KATHERINE ROSE MERCADO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100171,SN-HD7QXX,,100171,100171,087190A33E5D,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 3002, 103 Aguinaldo Highway, Brgy. Palanan, Mandaluyong City, Metro Manila",9204655052,,,,,,,,
05-03149,"LAXAMANA, KEVIN MENDOZA",ACER TRAVELMATE P214 i7,YONDU102464,SN-3R3VCF,,YONDU102464,YONDU102464,08719087C8F1,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/14/2025,"Unit 3602, 189 Shaw Boulevard, Brgy. Moonwalk, Muntinlupa City, Metro Manila",9205588787,,,,,,,,
05-03149,"CALDERON, SOFIA CASTILLO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100189,SN-E244RN,,100189,100189,087190108D74,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/14/2025,"Unit 3902, 202 Rizal Avenue, Brgy. Poblacion, Taguig City, Metro Manila",9056046936,,,,,,,,
05-03150,"SERRANO, FRANCIS AQUINO",ACER TRAVELMATE P214 i7,YONDU102485,SN-7U763E,,YONDU102485,YONDU102485,0871901F21D7,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 602, 117 Ortigas Avenue, Brgy. Bel-Air, Makati City, Metro Manila",9278728222,,,,,,,,
05-03150,"CASTILLO, DIANNE RAMOS",ACER TRAVELMATE P214 i7,YONDU102516,SN-0EGP1B,,YONDU102516,YONDU102516,087190D2E677,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 1102, 64 C-5 Road, Brgy. Poblacion, Makati City, Metro Manila",9202673346,,,,,,,,
05-03150,"CABRERA, ROCHELLE CRUZ",ACER TRAVELMATE P214 i7,YONDU102558,SN-UUV1ZH,,YONDU102558,YONDU102558,087190D6B383,New Hire- Technology Group - MTS - SITE PICK UP 3/14/25,"Unit 3302, 212 Dr. A. Santos Ave, Brgy. BF Homes, Taguig City, Metro Manila",9187567045,,,,,,,,
05-06873,"MERCADO, VINCENT VILLANUEVA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100193,SN-ZTJT10,,100193,100193,08719074E740,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 3/14/2025,"Unit 1302, 155 Katipunan Avenue, Brgy. Wack-Wack, Taguig City, Metro Manila",9278216256,,,,,,,,
05-06873,"MORALES, MARCO CASTILLO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100190,SN-6KDP31,,100190,100190,087190B46EAB,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 3/14/2025,"Unit 3802, 107 Alabang-Zapote Road, Brgy. San Lorenzo, Santa Rosa City, Laguna",9271237964,,,,,,,,
05-02383,"ALCANTARA, MARK ANTHONY CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100465,SN-CH6CDJ,,100465,100465,08719016BAA1,Asset Refresh / Puchased Old - SITE PICK UP 3/11/2025 - CLAIMED,,,,,,,,,,
05-03078,"MIRANDA, ERIKA SANTOS",ACERTRAVELMATE i7,YONDU102539,SN-T7529V,,YONDU102539,YONDU102539,0871901876CA,Returned/Repaired Laptop,,,,,,,,,,
05-03150,"GUTIERREZ, CHARLENE FLORES",ACER TRAVELMATE P215 i7,YONDU102906,SN-T7529V,,YONDU102906,YONDU102906,087190BC522F,New Hire- Technology Group - Cluster 3 - SITE PICK UP 3/14/2025,"Unit 2602, 173 Boni Avenue, Brgy. Kapitolyo, Muntinlupa City, Metro Manila",9208809248,,,,,,,,
05-03148,"LAXAMANA, CAMILLE RAMOS","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100145,SN-5YZR6A,,100145,100145,08719035BAA6,New Hire- Technology Group - ITSM - SITE PICK UP 3/14/25,"Unit 1002, 76 Governor Drive, Brgy. Wack-Wack, Antipolo City, Rizal",9669609675,,,,,,,,
05-09772,"DELA CRUZ, MONIQUE MERCADO",ACER TRAVELMATE P214 i7,YONDU102488,SN-NSK1QS,,YONDU102488,YONDU102488,087190BCEDAF,,"Unit 2602, 122 Ayala Avenue, Brgy. San Antonio, Makati City, Metro Manila",9174045990,,,,,,,,
,,,YONDU102907,,,YONDU102907,YONDU102907,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03149,"ATIENZA, DANIEL JOSEPH CRUZ",ACER TRAVELMATE P214 i7,YONDU102402,SN-VK6B8A,,YONDU102402,YONDU102402,0871902C2610,New Hire- Talent Acquisition - Globe Recruitment - SITE PICK UP 3/17/2025,"Unit 102, 130 Ortigas Avenue, Brgy. BF Homes, Antipolo City, Rizal",9183833466,,,,,,,,
05-03148,"DOMINGO, KATHERINE ROSE MERCADO",ACER TRAVELMATE P214 i7,YONDU102439,SN-BHQ4WZ,,YONDU102439,YONDU102439,,New Hire- Human Resources -L&OD - SITE PICK UP 3/17/2025,"Unit 2002, 139 C-5 Road, Brgy. San Lorenzo, Muntinlupa City, Metro Manila",9185193358,,,,,,,,
05-03149,"SORIANO, JOSHUA MENDOZA",ACER TRAVELMATE P214 i7,YONDU102462,SN-ERE9SG,,YONDU102462,YONDU102462,,New Hire- Technology Group - Cloud - SITE PICK UP 3/17/2025,"Unit 3902, 25 Boni Avenue, Brgy. San Lorenzo, Calamba City, Laguna",9279068156,,,,,,,,
05-03150,"MORALES, JASMIN FLORES",ACER TRAVELMATE P214 i7,YONDU102463,SN-963H1H,,YONDU102463,YONDU102463,087190EA5CCB,New Hire- Talent Acquisition - Globe Recruitment - SITE PICK UP 3/17/2025,"Unit 2102, 153 Aurora Boulevard, Brgy. Pinyahan, Calamba City, Laguna",9200753553,,,,,,,,
05-03082,"LOPEZ, DOMINIC CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100451,SN-DXPL7V,,100451,100451,,Asset Refresh Purchased old- Site pickup 3/17/2025- CLAIMED,,,,,,,,,,
05-03148,"CALDERON, CHRISTINE JOY MERCADO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100092,SN-Z4FKAV,,100092,100092,087190244332,New Hire- Technology Group - Cluster 1 - SITE PICK UP 3/21/2025,"Unit 1902, 144 Dr. A. Santos Ave, Brgy. Poblacion, Pasig City, Metro Manila",9661969216,,,,,,,,
05-06873,"JAVIER, CHRISTINE JOY TORRES","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100154,SN-76GNRH,,100154,100154,087190D8CC9A,New Hire- Technology Group - MTS - SITE PICK UP 3/21/2025,"Unit 702, 13 Alabang-Zapote Road, Brgy. Palanan, Parañaque City, Metro Manila",9180476138,,,,,,,,
05-03149,"LAXAMANA, CHARLENE VILLANUEVA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100109,SN-1BS4EW,,100109,100109,0871907E0128,,"Unit 1502, 180 Rizal Avenue, Brgy. Poblacion, Calamba City, Laguna",9270677475,,,,,,,,
05-03149,"LAXAMANA, ANGELO RAMOS","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100115,SN-3H7D0K,,100115,100115,087190BC36E4,,"Unit 1202, 159 Dr. A. Santos Ave, Brgy. BF Homes, Antipolo City, Rizal",9182377313,,,,,,,,
05-03147,"BERNARDO, NICOLE VILLANUEVA",ACER TRAVELMATE P215 i7,102791,,,102791,102791,,New Hire- Technology Group - MSS - SITE PICK UP 3/21/2025,"Unit 2902, 204 Ortigas Avenue, Brgy. Poblacion, Bacoor City, Cavite",9059957405,,,,,,,,
05-03149,"DE LEON, BEATRICE DELA CRUZ",ACER TRAVELMATE P214 i7,YONDU102499,SN-8MD74G,,YONDU102499,YONDU102499,0871903C5232,New Hire- Technology Group - Cluster 3 - SITE PICK UP 3/21/2025,"Unit 1602, 203 Katipunan Avenue, Brgy. Moonwalk, Makati City, Metro Manila",9054517042,,,,,,,,
05-06875,"RAMOS, FRANCIS CRUZ",ACER TRAVELMATE P214 i7,YONDU102510,SN-J4515Q,,YONDU102510,YONDU102510,087190E32C6E,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 3/21/2025,"Unit 1002, 208 Ayala Avenue, Brgy. Poblacion, Pasig City, Metro Manila",9184686698,,,,,,,,
05-03150,"MANALANG, JOSHUA VILLANUEVA",ACER TRAVELMATE P214 i7,YONDU102550,SN-YW5NY8,,YONDU102550,YONDU102550,08719004F12B,New Hire- Talent Acquisition - Globe Recruitment - SITE PICK UP 3/21/2025,"Unit 702, 14 Ortigas Avenue, Brgy. Poblacion, Bacoor City, Cavite",9180874493,,,,,,,,
05-03150,"GONZALES, KATRINA LOPEZ",ACER TRAVELMATE P214 i7,YONDU102564,SN-M2PDHX,,YONDU102564,YONDU102564,087190C12BE9,Rehire- Technology Group - Cluster 3 - SITE PICK UP 3/21/2025,"Unit 502, 160 Ortigas Avenue, Brgy. Kapitolyo, Muntinlupa City, Metro Manila",9184705305,,,,,,,,
05-06875,"SERRANO, DOMINIC FLORES",ACER TRAVELMATE P214 i7,YONDU102589,SN-9A6Y1U,,YONDU102589,YONDU102589,08719012AAEC,New Hire- Technology Group - Cluster 3 - SITE PICK UP 3/21/2025,"Unit 802, 74 Marcos Highway, Brgy. Bel-Air, Imus City, Cavite",9177456695,,,,,,,,
-,"RIVERA, ERIKA VILLANUEVA",ACER TRAVELMATE P214 i7,YONDU102587,SN-Q47PK8,,YONDU102587,YONDU102587,,Intern - Human Resource - Talent Management - SITE PICK UP 3/21/2025,"Unit 702, 123 Alabang-Zapote Road, Brgy. Ugong, Parañaque City, Metro Manila",9276867856,,,,,,,,
05-09790,"TORRES, JASMIN CASTILLO","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB, 512GB SSD",100548,SN-2H4CU0,,100548,100548,087190BAE16E,Laptop Replacement - SITE PICK UP 3/26/2025,,,,,,,,,,
05-02450,"DEL ROSARIO, CARLO FERNANDEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100520,SN-Y2SB1F,,100520,100520,087190681D49,Asset refresh Claimed-3/25/2025 Purchased old,,,,,,,,,,
05-03038,"TORRES, DOMINIC SANTOS","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100479,SN-13HF2Y,,100479,100479,0871909D83A6,Laptop Replacement - SITE PICK UP 3/26/2025,,,,,,,,,,
05-01730,"BERNARDO, CARLO FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100521,SN-FC7FGZ,,100521,100521,0871902CEC97,,,,,,,,,,,
,,,YONDU102908,,,YONDU102908,YONDU102908,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03150,"NATIVIDAD, JOHN PAUL MERCADO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100123,SN-QZTDZR,,100123,100123,087190B96C12,New Hire-Products and Innovation-PAI- SITE PICK UP 3/28/2025,"Unit 102, 56 Rizal Avenue, Brgy. Ugong, Taguig City, Metro Manila",9058979004,,,,,,,,
05-03147,"RIVERA, MARK ANTHONY GARCIA",ACER TRAVELMATE P214 i7,YONDU102420,SN-H3NGT9,,YONDU102420,YONDU102420,,,,,,,,,,,,
05-03150,"TORRES, BIANCA VILLANUEVA",ACER TRAVELMATE P214 i7,YONDU102399,SN-XRZ9PE,,YONDU102399,YONDU102399,,,,,,,,,,,,
05-03150,"GONZALES, GABRIEL FLORES",ACER TRAVELMATE P214 i7,YONDU102471,SN-UP49SM,,YONDU102471,YONDU102471,,,,,,,,,,,,
